Designator,Library,Part Name,X,Y,Rotation,Z,Pattern,Head,Slot,NHP,NCP,Nozzle,Turn,TS,MS,PR,MArea,Skip
C301,TELIT-NPI-NEW,1BB01T0564,29.317,46.987,-90,0,10,5,50006L,3,523,226,8,6,10,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,29.917,46.987,-90,0,10,1,10007R,14,116,226,6,2,3,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,29.21,53.447,180,0,10,7,70008R,8,713,230,5,2,3,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,32.95,53.177,180,0,10,1,10006L,3,123,226,4,1,8,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,29.617,44.727,180,0,10,1,10008R,4,124,226,18,5,6,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,31.97,53.847,-90,0,10,7,70006R,2,721,230,16,1,5,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,30.977,46.812,180,0,10,5,50006L,1,521,226,7,8,14,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,30.677,45.037,90,0,10,1,10007R,5,125,226,12,2,3,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,29.217,49.737,180,0,10,1,10005L,9,111,226,4,2,6,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,40.692,51.737,180,0,10,7,70007R,7,712,230,6,2,4,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,38.332,50.762,180,0,10,1,10006R,4,124,226,9,1,8,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,41.237,48.877,180,0,10,3,30006L,3,323,226,5,1,7,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,41.243,48.325,180,0,10,1,10011L,16,118,226,16,5,14,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,39.182,51.062,-90,0,10,1,10006R,4,124,226,4,1,11,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,41.792,45.262,180,0,10,1,10008L,7,127,226,5,1,16,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,31.32,52.462,0,0,10,7,70005L,1,724,235,9,1,4,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,41.597,54.132,0,0,10,3,30008R,5,325,226,18,4,9,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,32.522,45.337,180,0,10,3,30008R,8,328,226,15,1,4,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,32.698,49.867,-90,0,10,3,30008R,16,318,226,14,8,2,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,29.217,48.567,180,0,10,1,10010L,14,116,226,16,5,11,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,29.217,48.017,0,0,10,1,10009L,12,114,226,13,3,15,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,38.812,53.817,-90,0,10,3,30005L,9,311,226,9,2,10,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,41.597,53.532,180,0,10,3,30006R,9,311,226,15,5,15,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,40.747,53.832,90,0,10,3,30006R,12,314,226,16,8,9,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,32.95,53.727,0,0,10,3,30006R,10,312,226,14,6,7,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,32.95,54.282,180,0,10,3,30006R,10,312,226,12,6,16,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,31.667,48.572,0,0,10,3,30008R,4,324,226,18,5,8,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,29.067,52.427,180,0,10,3,30008R,7,327,226,15,2,3,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,39.597,46.232,180,0,10,3,30005R,2,322,226,5,1,11,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,35.457,49.537,180,0,10,9,90018,1,922,1002,7,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,41.477,49.642,180,0,10,7,70007L,7,712,230,12,2,5,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,29.617,45.707,0,0,10,7,70006L,2,721,230,8,1,2,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,30.695,53.647,180,0,10,7,70008L,4,723,230,15,1,8,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,30.877,46.027,0,0,10,5,50005L,10,512,226,14,1,5,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,36.662,53.632,180,0,10,7,70005R,1,724,235,2,1,5,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,36.992,45.397,0,0,10,9,90019,3,923,1551,9,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,29.217,66.418,180,0,15,5,50006L,3,523,226,11,6,10,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,38.357,67.333,180,0,15,5,50006L,4,524,226,11,5,7,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,34.075,62.963,90,0,15,5,50006L,12,514,226,14,1,14,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,39.597,65.393,180,0,15,5,50006L,4,524,226,14,4,11,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,38.347,66.718,180,0,15,5,50006L,13,515,226,15,13,7,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,39.112,70.058,180,0,15,1,10008R,2,122,226,16,3,3,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,34.232,70.183,-90,0,15,1,10008R,12,114,226,18,12,12,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,38.352,66.008,180,0,15,5,50006L,4,524,226,12,5,14,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,38.372,65.398,180,0,15,5,50006L,3,523,226,12,6,4,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,32.698,65.983,90,0,15,5,50006L,12,514,226,13,1,15,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,39.597,64.688,180,0,15,5,50006L,4,524,226,10,5,8,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,38.182,71.308,-90,0,15,1,10007R,1,121,226,16,2,2,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,36.167,63.943,0,0,15,1,10005R,1,121,226,9,2,16,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,38.152,63.943,180,0,15,1,10005R,1,121,226,10,2,14,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,41.057,67.913,90,0,15,3,30007R,13,315,226,17,7,7,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,39.732,68.333,-90,0,15,3,30007R,13,315,226,15,7,10,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,36.707,69.583,0,0,15,1,10008R,2,122,226,18,7,11,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,41.607,67.913,-90,0,15,3,30007L,5,325,226,5,1,2,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,42.103,65.296,90,0,15,3,30008L,15,317,226,10,2,15,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,38.182,70.058,-90,0,15,5,50006L,5,525,226,15,4,10,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,39.392,71.088,90,0,15,5,50006L,3,523,226,14,3,9,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,34.73,62.968,-90,0,15,5,50006L,11,513,226,8,11,16,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,40.942,63.383,90,0,15,3,30007R,13,315,226,16,7,8,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,40.942,64.708,-90,0,15,1,10007L,5,125,226,8,1,4,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,40.942,62.233,90,0,15,3,30007R,14,316,226,16,8,7,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,29.317,64.258,-90,0,15,5,50006L,4,524,226,15,5,14,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,29.917,64.258,-90,0,15,1,10007R,6,126,226,6,1,1,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,29.21,70.718,180,0,15,7,70008R,4,723,230,5,1,4,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,32.95,70.448,180,0,15,1,10006L,3,123,226,8,1,3,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,29.617,61.998,180,0,15,1,10008R,13,115,226,18,13,13,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,31.97,71.118,-90,0,15,7,70006R,2,721,230,5,1,6,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,30.977,64.083,180,0,15,5,50006L,3,523,226,10,6,5,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,30.677,62.308,90,0,15,1,10007R,1,121,226,14,2,4,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,29.217,67.008,180,0,15,1,10005L,9,111,226,6,2,7,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,40.692,69.008,180,0,15,7,70007R,3,722,230,6,1,3,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,38.332,68.033,180,0,15,1,10006R,12,114,226,11,4,10,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,41.237,66.148,180,0,15,3,30006L,3,323,226,11,1,11,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,41.243,65.596,180,0,15,1,10011L,8,128,226,16,2,13,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,39.182,68.333,-90,0,15,1,10006R,11,113,226,11,3,11,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,41.792,62.533,180,0,15,1,10008L,15,117,226,4,2,12,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,31.32,69.733,0,0,15,7,70005L,1,724,235,15,1,2,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,41.597,71.403,0,0,15,3,30008R,8,328,226,14,1,1,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,32.522,62.608,180,0,15,3,30008R,8,328,226,17,1,3,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,32.698,67.138,-90,0,15,3,30008R,7,327,226,14,2,3,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,29.217,65.838,180,0,15,1,10010L,6,126,226,16,2,12,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,29.217,65.288,0,0,15,1,10009L,13,115,226,14,4,15,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,38.812,71.088,-90,0,15,3,30005L,1,321,226,11,1,13,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,41.597,70.803,180,0,15,3,30006R,1,321,226,15,4,16,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,40.747,71.103,90,0,15,3,30006R,2,322,226,14,3,10,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,32.95,70.998,0,0,15,3,30006R,12,314,226,15,8,12,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,32.95,71.553,180,0,15,3,30006R,10,312,226,15,6,13,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,31.667,65.843,0,0,15,3,30008R,8,328,226,13,1,1,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,29.067,69.698,180,0,15,3,30008R,7,327,226,17,2,2,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,39.597,63.503,180,0,15,3,30005R,2,322,226,11,1,12,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,35.457,66.808,180,0,15,9,90018,1,922,1002,8,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,41.477,66.913,180,0,15,7,70007L,3,722,230,12,1,6,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,29.617,62.978,0,0,15,7,70006L,2,721,230,12,1,2,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,30.695,70.918,180,0,15,7,70008L,4,723,230,14,1,7,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,30.877,63.298,0,0,15,5,50005L,2,522,226,14,4,8,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,36.662,70.903,180,0,15,7,70005R,5,714,235,5,2,7,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,36.992,62.668,0,0,15,9,90019,3,923,1551,10,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,50.299,14.605,180,0,3,5,50006L,14,516,226,4,14,11,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,59.439,15.52,180,0,3,5,50006L,13,515,226,7,13,8,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,55.157,11.15,90,0,3,5,50006L,13,515,226,3,13,5,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,60.679,13.58,180,0,3,5,50006L,14,516,226,3,14,9,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,59.429,14.905,180,0,3,5,50006L,14,516,226,7,14,2,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,60.194,18.245,180,0,3,1,10008R,15,117,226,18,15,5,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,55.314,18.37,-90,0,3,1,10008R,16,118,226,1,2,6,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,59.434,14.195,180,0,3,5,50006L,15,517,226,4,15,7,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,59.454,13.585,180,0,3,5,50006L,13,515,226,6,13,7,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,53.78,14.17,90,0,3,5,50006L,13,515,226,1,13,9,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,60.679,12.875,180,0,3,5,50006L,8,528,226,4,1,4,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,59.264,19.495,-90,0,3,1,10007R,13,115,226,9,3,3,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,57.249,12.13,0,0,3,1,10005R,9,111,226,11,3,14,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,59.234,12.13,180,0,3,1,10005R,10,112,226,3,2,10,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,62.139,16.1,90,0,3,3,30007R,10,312,226,3,1,6,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,60.814,16.52,-90,0,3,3,30007R,14,316,226,11,2,5,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,57.789,17.77,0,0,3,1,10008R,15,117,226,12,3,8,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,62.689,16.1,-90,0,3,3,30007L,13,315,226,9,2,3,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,63.185,13.483,90,0,3,3,30008L,15,317,226,4,2,10,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,59.264,18.245,-90,0,3,5,50006L,13,515,226,5,13,5,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,60.474,19.275,90,0,3,5,50006L,14,516,226,1,14,1,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,55.812,11.155,-90,0,3,5,50006L,15,517,226,2,15,14,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,62.024,11.57,90,0,3,3,30007R,13,315,226,2,7,6,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,62.024,12.895,-90,0,3,1,10007L,13,115,226,2,2,3,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,62.024,10.42,90,0,3,3,30007R,14,316,226,1,8,4,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,50.399,12.445,-90,0,3,5,50006L,14,516,226,2,14,7,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,50.999,12.445,-90,0,3,1,10007R,6,126,226,2,1,11,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,50.292,18.905,180,0,3,7,70008R,8,713,230,1,2,3,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,54.032,18.635,180,0,3,1,10006L,11,113,226,2,2,9,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,50.699,10.185,180,0,3,1,10008R,16,118,226,2,2,14,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,53.052,19.305,-90,0,3,7,70006R,6,711,230,16,2,6,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,52.059,12.27,180,0,3,5,50006L,7,527,226,4,2,3,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,51.759,10.495,90,0,3,1,10007R,14,116,226,12,4,5,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,50.299,15.195,180,0,3,1,10005L,9,111,226,3,2,12,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,61.774,17.195,180,0,3,7,70007R,7,712,230,3,2,2,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,59.414,16.22,180,0,3,1,10006R,12,114,226,2,2,8,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,62.319,14.335,180,0,3,3,30006L,11,313,226,6,2,8,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,62.325,13.783,180,0,3,1,10011L,15,117,226,15,4,9,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,60.264,16.52,-90,0,3,1,10006R,11,113,226,12,3,16,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,62.874,10.72,180,0,3,1,10008L,15,117,226,1,2,12,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,52.402,17.92,0,0,3,7,70005L,5,714,235,10,2,1,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,62.679,19.59,0,0,3,3,30008R,12,314,226,3,1,12,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,53.604,10.795,180,0,3,3,30008R,11,313,226,2,2,10,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,53.78,15.325,-90,0,3,3,30008R,12,314,226,2,1,12,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,50.299,14.025,180,0,3,1,10010L,13,115,226,15,4,15,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,50.299,13.475,0,0,3,1,10009L,16,118,226,10,3,8,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,59.894,19.275,-90,0,3,3,30005L,9,311,226,6,2,2,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,62.679,18.99,180,0,3,3,30006R,12,314,226,13,8,14,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,61.829,19.29,90,0,3,3,30006R,12,314,226,5,2,13,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,54.032,19.185,0,0,3,3,30006R,12,314,226,9,2,5,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,54.032,19.74,180,0,3,3,30006R,11,313,226,13,7,10,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,52.749,14.03,0,0,3,3,30008R,11,313,226,3,2,7,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,50.149,17.885,180,0,3,3,30008R,12,314,226,18,12,1,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,60.679,11.69,180,0,3,3,30005R,10,312,226,6,2,5,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,56.539,14.995,180,0,3,9,90018,1,922,1002,9,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,62.559,15.1,180,0,3,7,70007L,7,712,230,13,2,5,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,50.699,11.165,0,0,3,7,70006L,6,711,230,13,2,1,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,51.777,19.105,180,0,3,7,70008L,8,713,230,11,2,7,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,51.959,11.485,0,0,3,5,50005L,13,515,226,13,7,2,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,57.744,19.09,180,0,3,7,70005R,5,714,235,4,2,3,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,58.074,10.855,0,0,3,9,90019,3,923,1551,7,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,50.299,31.876,180,0,6,5,50006L,4,524,226,6,5,4,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,59.439,32.791,180,0,6,5,50006L,7,527,226,8,2,3,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,55.157,28.421,90,0,6,5,50006L,5,525,226,3,4,4,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,60.679,30.851,180,0,6,5,50006L,6,526,226,3,3,14,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,59.429,32.176,180,0,6,5,50006L,6,526,226,7,3,1,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,60.194,35.516,180,0,6,1,10008R,9,111,226,17,3,2,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,55.314,35.641,-90,0,6,1,10008R,8,128,226,1,1,5,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,59.434,31.466,180,0,6,5,50006L,5,525,226,6,4,11,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,59.454,30.856,180,0,6,5,50006L,11,513,226,7,11,16,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,53.78,31.441,90,0,6,5,50006L,5,525,226,1,4,12,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,60.679,30.146,180,0,6,5,50006L,12,514,226,7,12,11,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,59.264,36.766,-90,0,6,1,10007R,5,125,226,9,2,2,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,57.249,29.401,0,0,6,1,10005R,10,112,226,11,4,13,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,59.234,29.401,180,0,6,1,10005R,2,122,226,3,1,9,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,62.139,33.371,90,0,6,3,30007R,2,322,226,3,4,5,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,60.814,33.791,-90,0,6,3,30007R,6,326,226,11,1,6,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,57.789,35.041,0,0,6,1,10008R,7,127,226,12,2,7,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,62.689,33.371,-90,0,6,3,30007L,5,325,226,9,1,2,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,63.185,30.754,90,0,6,3,30008L,7,327,226,4,1,11,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,59.264,35.516,-90,0,6,5,50006L,5,525,226,5,4,6,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,60.474,36.546,90,0,6,5,50006L,6,526,226,1,3,6,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,55.812,28.426,-90,0,6,5,50006L,7,527,226,2,2,11,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,62.024,28.841,90,0,6,3,30007R,5,325,226,2,6,7,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,62.024,30.166,-90,0,6,1,10007L,13,115,226,5,2,4,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,62.024,27.691,90,0,6,3,30007R,6,326,226,1,5,3,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,50.399,29.716,-90,0,6,5,50006L,6,526,226,2,3,4,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,50.999,29.716,-90,0,6,1,10007R,14,116,226,4,2,3,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,50.292,36.176,180,0,6,7,70008R,4,723,230,1,1,4,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,54.032,35.906,180,0,6,1,10006L,11,113,226,5,2,7,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,50.699,27.456,180,0,6,1,10008R,8,128,226,2,1,13,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,53.052,36.576,-90,0,6,7,70006R,6,711,230,2,2,7,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,52.059,29.541,180,0,6,5,50006L,5,525,226,7,4,5,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,51.759,27.766,90,0,6,1,10007R,6,126,226,12,1,4,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,50.299,32.466,180,0,6,1,10005L,1,121,226,3,1,11,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,61.774,34.466,180,0,6,7,70007R,3,722,230,3,1,1,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,59.414,33.491,180,0,6,1,10006R,11,113,226,10,3,13,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,62.319,31.606,180,0,6,3,30006L,3,323,226,6,1,7,1000,1,
