Designator,Library,Part Name,X,Y,Rotation,Z,Pattern,Head,Slot,NHP,NCP,Nozzle,Turn,TS,MS,PR,MArea,Skip
R205,TELIT-NPI-NEW,1AA01T0699,82.911,19.29,90,0,4,3,30006R,12,314,226,6,2,3,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,75.114,19.185,0,0,4,3,30006R,11,313,226,14,7,16,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,75.114,19.74,180,0,4,3,30006R,12,314,226,14,8,14,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,73.831,14.03,0,0,4,3,30008R,16,318,226,4,2,7,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,71.231,17.885,180,0,4,3,30008R,15,317,226,1,7,13,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,81.761,11.69,180,0,4,3,30005R,10,312,226,8,2,3,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,77.621,14.995,180,0,4,9,90018,1,922,1002,12,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,83.641,15.1,180,0,4,7,70007L,3,722,230,11,1,5,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,71.781,11.165,0,0,4,7,70006L,6,711,230,11,2,3,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,72.859,19.105,180,0,4,7,70008L,8,713,230,9,2,7,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,73.041,11.485,0,0,4,5,50005L,14,516,226,13,8,7,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,78.826,19.09,180,0,4,7,70005R,1,724,235,4,1,4,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,79.156,10.855,0,0,4,9,90019,3,923,1551,1,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,71.381,31.876,180,0,5,5,50006L,6,526,226,6,3,3,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,80.521,32.791,180,0,5,5,50006L,8,528,226,8,1,4,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,76.239,28.421,90,0,5,5,50006L,7,527,226,3,2,3,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,81.761,30.851,180,0,5,5,50006L,8,528,226,7,1,4,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,80.511,32.176,180,0,5,5,50006L,8,528,226,3,1,13,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,81.276,35.516,180,0,5,1,10008R,16,118,226,3,2,8,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,76.396,35.641,-90,0,5,1,10008R,16,118,226,4,2,14,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,80.516,31.466,180,0,5,5,50006L,7,527,226,6,2,12,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,80.536,30.856,180,0,5,5,50006L,8,528,226,6,1,14,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,74.862,31.441,90,0,5,5,50006L,7,527,226,1,2,11,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,81.761,30.146,180,0,5,5,50006L,7,527,226,9,2,14,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,80.346,36.766,-90,0,5,1,10007R,6,126,226,3,1,3,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,78.331,29.401,0,0,5,1,10005R,2,122,226,11,1,15,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,80.316,29.401,180,0,5,1,10005R,2,122,226,8,1,12,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,83.221,33.371,90,0,5,3,30007R,5,325,226,3,6,3,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,81.896,33.791,-90,0,5,3,30007R,6,326,226,8,1,11,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,78.871,35.041,0,0,5,1,10008R,8,128,226,8,1,5,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,83.771,33.371,-90,0,5,3,30007L,5,325,226,8,1,10,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,84.267,30.754,90,0,5,3,30008L,15,317,226,5,2,8,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,80.346,35.516,-90,0,5,5,50006L,7,527,226,5,2,3,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,81.556,36.546,90,0,5,5,50006L,8,528,226,1,1,5,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,76.894,28.426,-90,0,5,5,50006L,6,526,226,5,3,1,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,83.106,28.841,90,0,5,3,30007R,6,326,226,3,5,10,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,83.106,30.166,-90,0,5,1,10007L,5,125,226,3,1,1,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,83.106,27.691,90,0,5,3,30007R,6,326,226,2,5,2,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,71.481,29.716,-90,0,5,5,50006L,8,528,226,2,1,5,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,72.081,29.716,-90,0,5,1,10007R,14,116,226,5,2,3,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,71.374,36.176,180,0,5,7,70008R,4,723,230,2,1,3,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,75.114,35.906,180,0,5,1,10006L,3,123,226,3,1,15,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,71.781,27.456,180,0,5,1,10008R,8,128,226,5,1,15,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,74.134,36.576,-90,0,5,7,70006R,2,721,230,4,1,5,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,73.141,29.541,180,0,5,5,50006L,7,527,226,7,2,6,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,72.841,27.766,90,0,5,1,10007R,6,126,226,8,1,7,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,71.381,32.466,180,0,5,1,10005L,1,121,226,8,1,10,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,82.856,34.466,180,0,5,7,70007R,3,722,230,4,1,1,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,80.496,33.491,180,0,5,1,10006R,4,124,226,3,1,13,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,83.401,31.606,180,0,5,3,30006L,3,323,226,8,1,5,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,83.407,31.054,180,0,5,1,10011L,8,128,226,15,2,13,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,81.346,33.791,-90,0,5,1,10006R,4,124,226,8,1,14,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,83.956,27.991,180,0,5,1,10008L,15,117,226,3,2,6,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,73.484,35.191,0,0,5,7,70005L,1,724,235,11,1,1,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,83.761,36.861,0,0,5,3,30008R,7,327,226,3,6,13,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,74.686,28.066,180,0,5,3,30008R,8,328,226,1,5,7,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,74.862,32.596,-90,0,5,3,30008R,8,328,226,8,1,14,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,71.381,31.296,180,0,5,1,10010L,6,126,226,15,2,4,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,71.381,30.746,0,0,5,1,10009L,16,118,226,9,3,11,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,80.976,36.546,-90,0,5,3,30005L,1,321,226,8,1,1,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,83.761,36.261,180,0,5,3,30006R,4,324,226,8,1,7,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,82.911,36.561,90,0,5,3,30006R,4,324,226,6,1,4,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,75.114,36.456,0,0,5,3,30006R,3,323,226,14,2,15,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,75.114,37.011,180,0,5,3,30006R,4,324,226,14,1,13,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,73.831,31.301,0,0,5,3,30008R,16,318,226,2,8,16,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,71.231,35.156,180,0,5,3,30008R,7,327,226,1,6,14,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,81.761,28.961,180,0,5,3,30005R,2,322,226,8,1,4,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,77.621,32.266,180,0,5,9,90018,1,922,1002,15,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,83.641,32.371,180,0,5,7,70007L,7,712,230,9,2,5,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,71.781,28.436,0,0,5,7,70006L,6,711,230,10,2,3,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,72.859,36.376,180,0,5,7,70008L,8,713,230,8,2,8,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,73.041,28.756,0,0,5,5,50005L,6,526,226,13,5,6,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,78.826,36.361,180,0,5,7,70005R,5,714,235,16,2,7,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,79.156,28.126,0,0,5,9,90019,3,923,1551,2,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,71.381,49.147,180,0,12,5,50006L,7,527,226,13,6,10,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,80.521,50.062,180,0,12,5,50006L,8,528,226,13,5,11,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,76.239,45.692,90,0,12,5,50006L,6,526,226,9,3,1,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,81.761,48.122,180,0,12,5,50006L,15,517,226,12,15,3,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,80.511,49.447,180,0,12,5,50006L,16,518,226,11,16,2,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,81.276,52.787,180,0,12,1,10008R,8,128,226,3,1,7,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,76.396,52.912,-90,0,12,1,10008R,8,128,226,4,1,13,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,80.516,48.737,180,0,12,5,50006L,15,517,226,11,15,13,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,80.536,48.127,180,0,12,5,50006L,16,518,226,12,16,9,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,74.862,48.712,90,0,12,5,50006L,15,517,226,10,15,2,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,81.761,47.417,180,0,12,5,50006L,16,518,226,9,16,9,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,80.346,54.037,-90,0,12,1,10007R,14,116,226,7,2,12,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,78.331,46.672,0,0,12,1,10005R,9,111,226,12,3,15,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,80.316,46.672,180,0,12,1,10005R,10,112,226,12,4,12,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,83.221,50.642,90,0,12,3,30007R,14,316,226,14,8,8,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,81.896,51.062,-90,0,12,3,30007R,14,316,226,9,2,11,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,78.871,52.312,0,0,12,1,10008R,16,118,226,7,2,14,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,83.771,50.642,-90,0,12,3,30007L,13,315,226,10,2,9,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,84.267,48.025,90,0,12,3,30008L,7,327,226,5,1,9,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,80.346,52.787,-90,0,12,5,50006L,8,528,226,5,1,9,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,81.556,53.817,90,0,12,5,50006L,8,528,226,9,1,7,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,76.894,45.697,-90,0,12,5,50006L,16,518,226,5,16,12,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,83.106,46.112,90,0,12,3,30007R,6,326,226,5,1,12,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,83.106,47.437,-90,0,12,1,10007L,13,115,226,7,2,2,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,83.106,44.962,90,0,12,3,30007R,6,326,226,6,1,9,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,71.481,46.987,-90,0,12,5,50006L,15,517,226,8,15,13,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,72.081,46.987,-90,0,12,1,10007R,6,126,226,5,1,1,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,71.374,53.447,180,0,12,7,70008R,8,713,230,4,2,8,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,75.114,53.177,180,0,12,1,10006L,11,113,226,7,2,7,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,71.781,44.727,180,0,12,1,10008R,7,127,226,9,2,7,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,74.134,53.847,-90,0,12,7,70006R,6,711,230,6,2,8,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,73.141,46.812,180,0,12,5,50006L,15,517,226,9,15,8,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,72.841,45.037,90,0,12,1,10007R,1,121,226,17,2,1,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,71.381,49.737,180,0,12,1,10005L,9,111,226,7,2,6,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,82.856,51.737,180,0,12,7,70007R,7,712,230,7,2,2,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,80.496,50.762,180,0,12,1,10006R,12,114,226,12,4,10,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,83.401,48.877,180,0,12,3,30006L,11,313,226,10,2,6,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,83.407,48.325,180,0,12,1,10011L,16,118,226,14,3,7,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,81.346,51.062,-90,0,12,1,10006R,12,114,226,7,2,9,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,83.956,45.262,180,0,12,1,10008L,7,127,226,3,1,5,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,73.484,52.462,0,0,12,7,70005L,5,714,235,14,2,2,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,83.761,54.132,0,0,12,3,30008R,8,328,226,4,1,14,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,74.686,45.337,180,0,12,3,30008R,7,327,226,2,6,13,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,74.862,49.867,-90,0,12,3,30008R,16,318,226,10,2,14,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,71.381,48.567,180,0,12,1,10010L,15,117,226,14,4,10,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,71.381,48.017,0,0,12,1,10009L,8,128,226,9,2,10,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,80.976,53.817,-90,0,12,3,30005L,9,311,226,10,2,2,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,83.761,53.532,180,0,12,3,30006R,12,314,226,10,2,8,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,82.911,53.832,90,0,12,3,30006R,9,311,226,17,5,14,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,75.114,53.727,0,0,12,3,30006R,11,313,226,17,7,11,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,75.114,54.282,180,0,12,3,30006R,10,312,226,17,6,13,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,73.831,48.572,0,0,12,3,30008R,8,328,226,2,5,15,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,71.231,52.427,180,0,12,3,30008R,16,318,226,3,8,16,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,81.761,46.232,180,0,12,3,30005R,10,312,226,10,2,3,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,77.621,49.537,180,0,12,9,90018,1,922,1002,14,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,83.641,49.642,180,0,12,7,70007L,3,722,230,9,1,6,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,71.781,45.707,0,0,12,7,70006L,2,721,230,10,1,2,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,72.859,53.647,180,0,12,7,70008L,4,723,230,8,1,7,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,73.041,46.027,0,0,12,5,50005L,14,516,226,14,8,6,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,78.826,53.632,180,0,12,7,70005R,1,724,235,16,1,8,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,79.156,45.397,0,0,12,9,90019,3,923,1551,4,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,71.381,66.418,180,0,13,5,50006L,7,527,226,11,2,12,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,80.521,67.333,180,0,13,5,50006L,16,518,226,15,16,5,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,76.239,62.963,90,0,13,5,50006L,16,518,226,14,8,13,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,81.761,65.393,180,0,13,5,50006L,8,528,226,14,5,12,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,80.511,66.718,180,0,13,5,50006L,8,528,226,11,1,3,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,81.276,70.058,180,0,13,1,10008R,13,115,226,17,7,6,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,76.396,70.183,-90,0,13,1,10008R,12,114,226,17,6,5,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,80.516,66.008,180,0,13,5,50006L,8,528,226,12,1,10,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,80.536,65.398,180,0,13,5,50006L,7,527,226,12,2,6,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,74.862,65.983,90,0,13,5,50006L,7,527,226,10,2,3,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,81.761,64.688,180,0,13,5,50006L,16,518,226,10,16,15,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,80.346,71.308,-90,0,13,1,10007R,6,126,226,7,1,11,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,78.331,63.943,0,0,13,1,10005R,1,121,226,12,2,14,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,80.316,63.943,180,0,13,1,10005R,2,122,226,12,1,13,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,83.221,67.913,90,0,13,3,30007R,6,326,226,14,1,9,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,81.896,68.333,-90,0,13,3,30007R,6,326,226,9,1,12,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,78.871,69.583,0,0,13,1,10008R,8,128,226,7,1,13,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,83.771,67.913,-90,0,13,3,30007L,5,325,226,10,1,10,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,84.267,65.296,90,0,13,3,30008L,15,317,226,9,2,16,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,80.346,70.058,-90,0,13,5,50006L,7,527,226,14,6,10,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,81.556,71.088,90,0,13,5,50006L,8,528,226,10,1,13,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,76.894,62.968,-90,0,13,5,50006L,16,518,226,13,8,14,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,83.106,63.383,90,0,13,3,30007R,6,326,226,13,1,8,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,83.106,64.708,-90,0,13,1,10007L,5,125,226,7,1,1,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,83.106,62.233,90,0,13,3,30007R,5,325,226,17,2,9,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,71.481,64.258,-90,0,13,5,50006L,8,528,226,15,1,12,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,72.081,64.258,-90,0,13,1,10007R,4,124,226,17,8,8,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,71.374,70.718,180,0,13,7,70008R,4,723,230,4,1,7,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,75.114,70.448,180,0,13,1,10006L,3,123,226,7,1,8,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,71.781,61.998,180,0,13,1,10008R,3,123,226,17,2,3,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,74.134,71.118,-90,0,13,7,70006R,2,721,230,6,1,7,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,73.141,64.083,180,0,13,5,50006L,1,521,226,15,8,1,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,72.841,62.308,90,0,13,1,10007R,5,125,226,17,9,10,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,71.381,67.008,180,0,13,1,10005L,1,121,226,7,1,5,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,82.856,69.008,180,0,13,7,70007R,3,722,230,7,1,1,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,80.496,68.033,180,0,13,1,10006R,3,123,226,12,2,11,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,83.401,66.148,180,0,13,3,30006L,3,323,226,10,1,5,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,83.407,65.596,180,0,13,1,10011L,8,128,226,14,2,8,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,81.346,68.333,-90,0,13,1,10006R,4,124,226,7,1,10,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,83.956,62.533,180,0,13,1,10008L,7,127,226,4,1,5,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,73.484,69.733,0,0,13,7,70005L,1,724,235,14,1,1,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,83.761,71.403,0,0,13,3,30008R,8,328,226,9,1,13,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,74.686,62.608,180,0,13,3,30008R,8,328,226,5,1,1,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,74.862,67.138,-90,0,13,3,30008R,8,328,226,10,1,13,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,71.381,65.838,180,0,13,1,10010L,7,127,226,14,1,9,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,71.381,65.288,0,0,13,1,10009L,12,114,226,14,3,1,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,80.976,71.088,-90,0,13,3,30005L,1,321,226,10,1,1,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,83.761,70.803,180,0,13,3,30006R,4,324,226,10,1,7,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,82.911,71.103,90,0,13,3,30006R,1,321,226,16,4,16,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,75.114,70.998,0,0,13,3,30006R,4,324,226,17,1,10,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,75.114,71.553,180,0,13,3,30006R,3,323,226,17,2,12,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,73.831,65.843,0,0,13,3,30008R,16,318,226,5,2,4,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,71.231,69.698,180,0,13,3,30008R,8,328,226,3,5,15,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,81.761,63.503,180,0,13,3,30005R,2,322,226,10,1,4,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,77.621,66.808,180,0,13,9,90018,1,922,1002,16,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,83.641,66.913,180,0,13,7,70007L,3,722,230,10,1,5,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,71.781,62.978,0,0,13,7,70006L,2,721,230,13,1,4,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,72.859,70.918,180,0,13,7,70008L,4,723,230,10,1,7,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,73.041,63.298,0,0,13,5,50005L,6,526,226,14,5,7,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,78.826,70.903,180,0,13,7,70005R,1,724,235,7,1,4,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,79.156,62.668,0,0,13,9,90019,3,923,1551,3,1,2,1000,1,
